item_id	item_name	categories	address	city	state
11685	Crab99 Bar & Restaurant	Nightlife, Cajun/Creole, Sushi Bars, Bars, Sports Bars, Restaurants, Seafood	14 E Washington St	Indianapolis	IN
11686	Malbec Argentine Steakhouse	Restaurants, Beer, Wine & Spirits, Arts & Entertainment, Cocktail Bars, Argentine, Wineries, Food Delivery Services, Bars, Steakhouses, Wine Bars, Food, Nightlife	400-402 S 2nd St	Philadelphia	PA
11687	New Orleans Hamburger & Seafood Co	Restaurants, Burgers, Seafood	541 Decatur St	New Orleans	LA
11688	P.J. Whelihan's Pub + Restaurant - Cherry Hill	Nightlife, Chicken Wings, Gastropubs, Bars, Pubs, American (New), Sports Bars, Restaurants, Burgers, American (Traditional)	1854 Marlton Pike E	Cherry Hill	NJ
11689	Oxford Exchange	Restaurants, American (New), Coffee & Tea, Books, Mags, Music & Video, Breakfast & Brunch, Food, American (Traditional), Event Planning & Services, Bookstores, Cafes, Diners, Venues & Event Spaces, Shopping	420 W Kennedy Blvd	Tampa	FL
11690	The Halal Guys	Restaurants, Halal, Middle Eastern	1016 Race St	Philadelphia	PA
11691	Ruby River Steakhouse	Breakfast & Brunch, Steakhouses, Seafood, Restaurants	2750 S Virginia St	Reno	NV
11692	Red Fish Grill	Seafood, Restaurants, Cajun/Creole	115 Bourbon St	New Orleans	LA
11693	Perla	Filipino, American (New), French, Restaurants	1535 S 11th St	Philadelphia	PA
11694	Thai Orchid	Seafood, Thai, Restaurants	8145 Bash St	Indianapolis	IN
11695	House Of India	Restaurants, Pakistani, Indian	8501 Delmar Blvd	Saint Louis	MO
11696	Listening Room Cafe	Restaurants, Arts & Entertainment, Nightlife, Cafes, Recording & Rehearsal Studios, American (Traditional), Music Venues, Bars, Local Services, Wedding Chapels, Event Planning & Services	618 4th Ave S	Nashville	TN
11697	Cali - Brandon	Gluten-Free, Breakfast & Brunch, Restaurants, American (New), Diners, Pizza	11230 Sullivan St	Riverview	FL
11698	Holy Donuts Tucson	Desserts, Food, Donuts	340 N 4th Ave	Tucson	AZ
11699	Fuel	American (New), Sandwiches, Vegetarian, Food, Coffee & Tea, Restaurants	1917 E Passyunk Ave	Philadelphia	PA
11700	Pho Hoang Restaurant	Vietnamese, Restaurants	3827 US-301	Riverview	FL
11701	Ferg's Sports Bar & Grill	Restaurants, Nightlife, American (Traditional), Bars, Sports Bars	1320 Central Ave	Saint Petersburg	FL
11702	Chickie's & Pete's	Sports Bars, Bars, Nightlife, Seafood, Restaurants, American (Traditional)	25 NJ-73	Marlton	NJ
11703	The Southern Steak & Oyster	Seafood, Bars, Breakfast & Brunch, Nightlife, Cajun/Creole, American (Traditional), Southern, Steakhouses, Pubs, Restaurants	150 3rd Ave S, Ste 110	Nashville	TN
11704	Rooster - Downtown	Creperies, Cafes, Restaurants, Sandwiches, Breakfast & Brunch, Gluten-Free	1025 Washington Ave	St. Louis	MO
11705	The Kitchen	Seafood, Nightlife, Restaurants, Bars, Sushi Bars, Cocktail Bars, Tapas/Small Plates, American (New)	156 4th Ave N	Safety Harbor	FL
11706	Seasons 52	Bars, Vegetarian, American (Traditional), Nightlife, American (New), Wine Bars, Gluten-Free, Restaurants, Seafood, Breakfast & Brunch	8650 Keystone Crossing	Indianapolis	IN
11707	The Cheesecake Factory	Food, Desserts, Salad, Restaurants, American (Traditional), American (New)	1062 St Louis Galleria Pkwy	St Louis	MO
11708	Metro Diner	Breakfast & Brunch, Diners, American (Traditional), Restaurants	3954 E 82nd St	Indianapolis	IN
11709	Savanh of Laos	Laotian, Restaurants	5667 Seminole Blvd	Seminole	FL
11710	Thai Basil	Restaurants, Food, Thai	3161 E Fairview Ave, Ste 110	Meridian	ID
11711	Street Taco And Beer	Food, Street Vendors, Beer Bar, Restaurants, Tacos, Mexican, Nightlife, Bars	5870 E Broadway Blvd	Tucson	AZ
11712	ÀLAVITA	Gluten-Free, Italian, Restaurants	807 W Idaho St	Boise	ID
11713	The Outlet Collection at Riverwalk	Outlet Stores, Shopping, Shopping Centers	500 Port Of New Orleans Pl	New Orleans	LA
11714	Little Baby's Ice Cream	Restaurants, Ice Cream & Frozen Yogurt, Food, Arts & Entertainment, Food Stands, Performing Arts, American (New), Caterers, Desserts, Event Planning & Services	2311 Frankford Ave	Philadelphia	PA
11715	Water Wheel Tavern	Nightlife, Pubs, Restaurants, American (Traditional), American (New), Bars	4424 Old Easton Rd	Doylestown	PA
11716	Angry Crab Shack & BBQ	Cajun/Creole, Barbeque, Restaurants, Seafood	1365 W Grant Rd	Tucson	AZ
11717	Buddakan	Restaurants, Asian Fusion, Chinese	325 Chestnut St	Philadelphia	PA
11718	Bastion	Restaurants, American (New), Bars, Cocktail Bars, Nightlife	434 Houston St	Nashville	TN
11719	Xiandu Thai	Restaurants, Thai, Bars, Nightlife	1119 Walnut St	Philadelphia	PA
11720	Fruitwood Standup Market	Sandwiches, Fast Food, Beverage Store, Food, Juice Bars & Smoothies, Coffee & Tea, Restaurants, Pizza, Cafes	2203 W Swann Ave	Tampa	FL
11721	The Mode Lounge	Lounges, Restaurants, Tapas/Small Plates, Coffee & Tea, Cocktail Bars, Nightlife, Food, Bars	800 W Idaho St	Boise	ID
11722	Outback Steakhouse	Restaurants, Steakhouses	2520 York Rd	Jamison	PA
11723	Jonathan's Grille	Restaurants, Sports Bars, Bars, Nightlife, Pizza, Burgers	7653 Hwy 70 S	Nashville	TN
11724	58hundred	Bars, Cocktail Bars, Restaurants, Nightlife, American (New), American (Traditional)	5800 Southwest Ave	St. Louis	MO
11725	The Farmer's Daughter	Restaurants, American (New)	1401 Morris Rd	Blue Bell	PA
11726	Beiler's Bakery	Food, Donuts, Food Stands, Restaurants, Specialty Food, Bakeries, Breakfast & Brunch	51 N 12th St	Philadelphia	PA
11727	Southern Candymakers	Candy Stores, Chocolatiers & Shops, Food, Specialty Food	1010 Decatur St	New Orleans	LA
11728	Corner Bakery	Bagels, Coffee & Tea, Breakfast & Brunch, Fast Food, Restaurants, American (New), Sandwiches, Bakeries, Food, Desserts	1701 Market St, Fl 1, 6 Penn Ctr, Fl 1, 6 Penn Ctr	Philadelphia	PA
11729	Saba	Mediterranean, Restaurants, Middle Eastern	5757 Magazine St	New Orleans	LA
11730	Shrimpys Blues Bistro	Bars, Restaurants, American (New), Pubs, Nightlife, Pizza, Cajun/Creole, Breakfast & Brunch, Seafood	9524 Blind Pass Rd, Ste 22	St Pete Beach	FL
11731	Amigos Tortilla Bar	Restaurants, Mexican	681 Central Ave	St Petersburg	FL
11732	Krueger's Tavern	Nightlife, American (Traditional), Bars, Restaurants, Burgers	323 N Delaware St	Indianapolis	IN
11733	Grille 54	Bars, Seafood, Food, Restaurants, Steakhouses, Nightlife, Beer, Wine & Spirits, Breakfast & Brunch, Italian, Sushi Bars, Wine Bars	11935 Sheldon Rd	Tampa	FL
11734	Stolen Sun	Nightlife, Gastropubs, Coffee & Tea, Bars, Coffee Roasteries, Food, Pubs, Restaurants, Breweries, American (Traditional)	342 N Pottstown Pike	Exton	PA
11735	Olde Nola Cookery	Restaurants, Seafood, Cajun/Creole, Soul Food	205 Bourbon St	New Orleans	LA
11736	Bluebeard	Restaurants, American (New), Venues & Event Spaces, Event Planning & Services	653 Virginia Ave	Indianapolis	IN
11737	The Original Pierre Maspero's	Seafood, Restaurants, Cajun/Creole, Sandwiches, Breakfast & Brunch	440 Chartres St	New Orleans	LA
11738	Acropolis Greek Taverna	Greek, Restaurants, Nightlife, Mediterranean, Bars	3023 W Kennedy	Tampa	FL
11739	Audubon Butterfly Garden and Insectarium	Arts & Entertainment, Botanical Gardens, Active Life, Zoos, Aquariums	423 Canal St	New Orleans	LA
11740	Funtasticks Family Fun Park	Mini Golf, Event Planning & Services, Active Life, Amateur Sports Teams, Amusement Parks, Laser Tag, Party & Event Planning	221 E Wetmore Rd	Tucson	AZ
11741	Aquarium Restaurant	Aquariums, Active Life, American (Traditional), Seafood, Restaurants	516 Opry Mills Dr	Nashville	TN
11742	Surah	Restaurants, Barbeque, Sushi Bars, Buffets, Japanese, Korean	1121 Bethlehem Pike	Spring House	PA
11743	California Pizza Kitchen	Restaurants, Nightlife, American (Traditional), Pizza, Cocktail Bars, American (New), Bars	2500 E 2nd St	Reno	NV
11744	Landmark's Glendale 12	Arts & Entertainment, Cinema	6102 N Rural St	Indianapolis	IN
11745	The Restorative	Restaurants, American (New)	420 Patricia Ave	Dunedin	FL
11746	Vessel NOLA	Desserts, Cocktail Bars, Nightlife, Breakfast & Brunch, Bars, Food, Tapas/Small Plates, American (New), Restaurants	3835 Iberville St	New Orleans	LA
11747	Tempered Fine Chocolates	Wine Bars, Cafes, Desserts, Coffee & Tea, Restaurants, Candy Stores, Food, Bakeries, Bars, Specialty Food, Chocolatiers & Shops, Nightlife	1201 5th Ave N, Ste 103	Nashville	TN
11748	Volo Coffeehouse	Sandwiches, Coffee & Tea, Restaurants, Food	4360 Main St	Philadelphia	PA
11749	Banh Mi Cali	Restaurants, Local Flavor, Food, Vietnamese	900 Arch St	Philadelphia	PA
11750	Beach Shanty Cafe	American (Traditional), Breakfast & Brunch, Restaurants	397 Mandalay Ave	Clearwater	FL
11751	Crabby's Dockside	Salad, Restaurants, Seafood, American (New), American (Traditional)	37 Causeway Blvd	Clearwater Beach	FL
11752	Tequila Sunrise	Restaurants, Mexican	11653 Fishers Station Dr	Fishers	IN
11753	Cleo's	Food, Convenience Stores, Vegan, Salad, Mediterranean, Seafood, Middle Eastern, Halal, Kebab, Restaurants, Vegetarian	940 Canal St	New Orleans	LA
11754	CoreLife Eatery	Restaurants, American (New), Soup, Cafes, Salad, Noodles	4335 E 82nd St	Indianapolis	IN
11755	edison: food+drink lab	American (New), Restaurants, Wine Bars, Beer Bar, Bars, Nightlife	912 W Kennedy Blvd	Tampa	FL
11756	The Egg & I	Breakfast & Brunch, Cafes, American (Traditional), Restaurants	11692 Manchester Rd	St Louis	MO
11757	Take Three Cafe	Donuts, Breakfast & Brunch, Bagels, Food, Sandwiches, Cafes, Coffee & Tea, Restaurants	4048 W Kennedy Blvd	Tampa	FL
11758	Lemp Mansion Restaurant & Inn	Event Planning & Services, Restaurants, American (Traditional), Nightlife, Hotels & Travel, Bed & Breakfast, Hotels, Venues & Event Spaces	3322 Demenil Pl	Saint Louis	MO
11759	Spice Indian Cuisine	Ethnic Food, Restaurants, Specialty Food, Food, Buffets, Indian	3223 E Louise Dr, Ste 106	Meridian	ID
11760	35 Below	Coffee & Tea, Food, Bubble Tea, Ice Cream & Frozen Yogurt	1155 S Dale Mabry Hwy, Ste 11	Tampa	FL
11761	Ciro's	Cocktail Bars, Bars, American (New), Speakeasies, Nightlife, Restaurants	2109 Bayshore Blvd	Tampa	FL
11762	Starbucks	Coffee & Tea, Food	3421 E Broadway Blvd, Ste 191	Tucson	AZ
11763	Fabrica Pizza	Nightlife, Restaurants, Desserts, Bars, Beer Bar, Salad, Pizza, Food, Tapas/Small Plates	142 S Meridian Ave	Tampa	FL
11764	Hugh-Baby’s	American (Traditional), Barbeque, Juice Bars & Smoothies, Food, Burgers, Fast Food, Sandwiches, Restaurants	4816 Charlotte Pike	Nashville	TN
11765	Downtown Pizza and Italian Grill	Pizza, Italian, Restaurants	35 High St	Mount Holly	NJ
11766	Doughboy Donuts	Food, Donuts	5272 Sparks Blvd, unit 106	Sparks	NV
11767	Spitfire Pizza	Sandwiches, Sports Bars, Beer Bar, Bars, Pizza, Restaurants, Nightlife, Italian	2450 South Vista Ave	Boise	ID
11768	Franzone's Pizzeria, Restaurant & Sports Bar	Italian, Sports Bars, Nightlife, Bars, Restaurants, Pizza	1940 Main Ave	Conshohocken	PA
11769	Holey Schmidt Donuts	Coffee & Tea, Food, Donuts	490 S Center St	Reno	NV
11770	Sushi Kabuki	Restaurants, Japanese	10801 Starkey Rd, Ste 18	Seminole	FL
11771	Spurlino Family YMCA at Big Bend Road	Trainers, Kids Activities, Gyms, Fitness & Instruction, Swimming Pools, Active Life	9650 Old Big Bend Rd	Riverview	FL
11772	Manolito	Cocktail Bars, Cuban, Nightlife, Bars, Restaurants	508 Dumaine St	New Orleans	LA
11773	Weber Grill Restaurant	Steakhouses, Barbeque, American (Traditional), Restaurants, Seafood, Burgers	10 N Illinois St	Indianapolis	IN
11774	Briquette	Restaurants, Bars, Seafood, American (New), Cocktail Bars, Nightlife, Modern European, Steakhouses	701 S Peters St	New Orleans	LA
11775	T-op	Bubble Tea, Poke, Ice Cream & Frozen Yogurt, Food	111 5th Ave N	Franklin	TN
11776	Catalino's	Gluten-Free, Restaurants, Vegetarian, Food, American (New), Latin American, Spanish, Breakfast & Brunch	7724 Maple St	New Orleans	LA
11777	Bazbeaux Pizza	Restaurants, Pizza	811 E Westfield Blvd	Indianapolis	IN
11778	Poke Loa	Japanese, Poke, Seafood, Hawaiian, Food, Gluten-Free, Restaurants	3341 Magazine St	New Orleans	LA
11779	Caffe Caffe - Metairie	Cafes, Restaurants, Coffee & Tea, Bakeries, Food, Desserts, Sandwiches, Salad	4301 Clearview Pkwy	Metairie	LA
11780	Real Food Eatery	Gluten-Free, Breakfast & Brunch, American (Traditional), Restaurants	1700 Market St	Philadelphia	PA
11781	Four Stacks Brewing Company	Nightlife, Brewing Supplies, Breweries, Bars, Shopping, Food, Beer Gardens, Beer Bar, Pubs	5469 N US Hwy 41	Apollo Beach	FL
11782	Freddy's Frozen Custard & Steakburgers	Restaurants, Ice Cream & Frozen Yogurt, Food, Burgers, Desserts	5235 Noggle Way	Indianapolis	IN
11783	Johnny Longhots	Sandwiches, Cheesesteaks, Pizza, Wraps, Restaurants	752 W Rte 70	Marlton	NJ
11784	Hoki Poki	Hawaiian, Poke, Food, Japanese, Restaurants	2643 N Campbell Ave, Ste 101	Tucson	AZ
11785	White Elephant Restaurant	Restaurants, Thai	759 Huntingdon Pike	Huntingdon Valley	PA
11786	Charley's Steak House	Steakhouses, Restaurants, Seafood	4444 West Cypress Street	Tampa	FL
11787	El Charro	Mexican, Restaurants	7250 S Tucson Blvd, Ste 224	Tucson	AZ
11788	Olive Garden Italian Restaurant	Salad, Nightlife, Bars, Soup, Italian, Wine Bars, Restaurants	300 W Wetmore Rd	Tucson	AZ
11789	BrickTop's	Restaurants, American (New)	3000 W End Ave	Nashville	TN
11790	Rosie’s Place	Restaurants, Breakfast & Brunch	1111 W Main Ave, Ste 100	Carmel	IN
11791	FGL House	Nightlife, Piano Bars, Cocktail Bars, American (Traditional), Bars, Southern, Dance Clubs, Restaurants	120 3rd Ave S	Nashville	TN
11792	Restaurant August	Cajun/Creole, American (New), Restaurants, French	301 Tchoupitoulas St	New Orleans	LA
11793	Mr Martino's Trattoria	Italian, Restaurants	1646 E Passyunk Ave	Philadelphia	PA
11794	Oki Sushi	Sushi Bars, Restaurants, Japanese	1551 Valley Forge Rd	Lansdale	PA
11795	Tried & True Alehouse	Restaurants, Pubs, Bars, Nightlife, American (Traditional), Beer, Wine & Spirits, Food	4825 E 96th St, Ste 1600	Indianapolis	IN
11796	Metro Diner	Breakfast & Brunch, American (Traditional), Diners, Restaurants	5600 Concord Pike, Unit 5614	Wilmington	DE
11797	On Point Bistro	American (Traditional), Burgers, Breakfast & Brunch, American (New), Restaurants	1200 Point Breeze Ave	Philadelphia	PA
11798	Da Sesto Italiano Ristorante e Vino	Food, Desserts, Wine Bars, Cocktail Bars, Bars, Nightlife, Restaurants, Event Planning & Services, Italian, Caterers	7201 66th St N	Pinellas Park	FL
11799	Jamaican Reggae Grill	Caribbean, Food, Restaurants	622 S Rangeline Rd	Carmel	IN
11800	Hedge Row American Bistro	American (Traditional), Restaurants, American (New), Burgers	350 Massachusetts Ave, Ste 150	Indianapolis	IN
11801	Philadelphia Theatre Company	Arts & Entertainment, Cinema, Performing Arts, Ticket Sales	480 S Broad St	Philadelphia	PA
11802	Hobnobber's Variety Bar & Restaurant	Bars, Cajun/Creole, Nightlife, American (Traditional), Restaurants	139 Carondelet St	New Orleans	LA
11803	Big Daddy's BBQ	Caterers, Event Planning & Services, Restaurants, Barbeque	10659 W Fairview Ave	Boise	ID
11804	Edibles & Essentials	Restaurants, Asian Fusion, Food, Specialty Food, Cafes	5815 Hampton Ave	Saint Louis	MO
11805	Bassetts Ice Cream	Ice Cream & Frozen Yogurt, Food, Desserts	45 N 12th St	Philadelphia	PA
11806	De La Coeur Café et Pâtisserie	Restaurants, Food, American (New), Breakfast & Brunch, Bakeries, Cafes, Coffee & Tea	1836 Lovering Ave	Wilmington	DE
11807	East Branch Brewing Company	Beer Bar, Sandwiches, Food, Brewpubs, Bars, Vegan, Salad, Breweries, Restaurants, Nightlife, American (New)	202 E Lancaster Ave	Downingtown	PA
11808	Empanada Mama	Empanadas, Argentine, Food, Spanish, Restaurants, Mexican	21 Donaldson St	Doylestown	PA
11809	Sake Don Sushi Bar	Restaurants, Food, Japanese, Sushi Bars, Beer, Wine & Spirits	4402 Jefferson Hwy	Jefferson	LA
11810	Mama Carolla's	Italian, Restaurants, Food	1031 E 54th St	Indianapolis	IN
11811	New Orleans Historic Voodoo Museum	Arts & Crafts, Tours, Shopping, Museums, Arts & Entertainment, Walking Tours, Hotels & Travel	724 Dumaine St	New Orleans	LA
11812	Dominick's Real Italian	Pizza, Food, Restaurants, Italian, Bars, Nightlife, Cocktail Bars	8330 N Thornydale Rd, Ste 170	Tucson	AZ
11813	Shooter's Steakhouse and Saloon	Steakhouses, Burgers, Restaurants, Nightlife, Karaoke, Pubs, Bars	3115 E Prince Rd	Tucson	AZ
11814	Trader Joe's	Specialty Food, Beer, Wine & Spirits, Shopping, Grocery, Flowers & Gifts, Florists, Food	1101 N Wilmot Rd	Tucson	AZ
11815	Wooden Ladle Noodle Shop	Poke, Pizza, Japanese, Ramen, Food, Noodles, Restaurants, Italian	3689 Tampa Rd, Ste 305	Oldsmar	FL
11816	Hofbräuhaus	Sports Bars, Nightlife, Food, Bars, Beer, Wine & Spirits, Beer Gardens, German, Restaurants	123 4th St S	St Petersburg	FL
11817	First Watch	Restaurants, Breakfast & Brunch, Cafes, American (Traditional)	775 East Lancaster Ave, Ste 140	Villanova	PA
11818	Cashew Cow	Food, Desserts, Cafes, Restaurants, Ice Cream & Frozen Yogurt	16 S Eastbourne Ave	Tucson	AZ
11819	The Stone House Cafe	Beer, Wine & Spirits, Wine Bars, Cafes, Breakfast & Brunch, Food, Restaurants, American (New), Seafood, Bars, Nightlife	1907 S Arlington Ave	Reno	NV
11820	Kaldi's Coffee Roasting	Food, Desserts, Coffee Roasteries, Coffee & Tea, Breakfast & Brunch, Cafes, Sandwiches, Restaurants, Delis	270 N Skinker Blvd	Saint Louis	MO
11821	OEB Breakfast	Breakfast & Brunch, Restaurants	10174 100A Street	Edmonton	AB
11822	Macaron Bar	Macarons, Cooking Classes, Arts & Crafts, Shopping, Desserts, Food, Specialty Food, Bakeries	425 Massachusetts Ave	Indianapolis	IN
11823	The Cupcake Collection	Food Delivery Services, Food Trucks, Bakeries, Patisserie/Cake Shop, Custom Cakes, Desserts, Cupcakes, Food, Local Flavor, Coffee & Tea	1213 6th Ave N	Nashville	TN
11824	Barra Rossa Ristorante	Restaurants, Pizza, Italian, Gluten-Free	929 Walnut St	Philadelphia	PA
11825	Tacos And Tequila	Tacos, Mexican, Restaurants, Barbeque, Food, Desserts	1502 Main St	Speedway	IN
11826	Sunken Gardens	Venues & Event Spaces, Event Planning & Services, Hotels & Travel, Botanical Gardens, Home & Garden, Tours, Shopping, Nurseries & Gardening, Arts & Entertainment	1825 4th St N	Saint Petersburg	FL
11827	Rival Bros Coffee	Restaurants, Coffee Roasteries, Cafes, Coffee & Tea, Food	1528 Spruce St	Philadelphia	PA
11828	The Gaslight	American (New), Bars, Cocktail Bars, Sandwiches, Breakfast & Brunch, Nightlife, Gastropubs, Restaurants	120 Market St	Philadelphia	PA
11829	Vegan GreenGO	Mexican, Vegan, Restaurants, Vegetarian	3613 State St	Santa Barbara	CA
11830	Nudie's Honky Tonk	Burgers, Bars, Nightlife, Tacos, Mexican, Restaurants	409 Broadway Ave	Nashville	TN
11831	Kolache Factory	Food, Restaurants, Bakeries, Breakfast & Brunch, Coffee & Tea, Event Planning & Services, Caterers	9650 Allisonville Rd	Indianapolis	IN
11832	The Goat Mt. Juliet	American (Traditional), Nightlife, Restaurants, Bars	1127 Westwood Blvd	Mt. Juliet	TN
11833	Boston's Restaurant & Sports Bar	Restaurants, Sports Bars, Bars, Nightlife, Pizza	5825 W Arizona Pavillions Dr	Tucson	AZ
11834	51 North Taproom	Restaurants, Nightlife, Cocktail Bars, Bars, Brewpubs, Sandwiches, Breweries, Food, Mexican, Gastropubs, Tacos, American (New)	704 51st Ave N	Nashville	TN
11835	La Nonna	Food, Salad, Nightlife, Comfort Food, Pasta Shops, Italian, Bars, Restaurants, Specialty Food	214 S St	Philadelphia	PA
11836	The Dungeon	Nightlife, Arts & Entertainment, Music Venues, Bars, Dive Bars, Dance Clubs	738 Toulouse St	New Orleans	LA
11837	Beiler's Donuts	Food, Donuts, Coffee & Tea, Ice Cream & Frozen Yogurt	3900 Chestnut St	Philadelphia	PA
11838	BJ's Restaurant & Brewhouse	Pizza, Restaurants, Breweries, Food, American (New)	5510 E Broadway Blvd	Tucson	AZ
11839	Duff's Buffet	Soup, Salad, Restaurants, Buffets	26111 Us Hwy 19 N	Clearwater	FL
11840	Olive The World Bistro	Tapas/Small Plates, Salad, Desserts, Italian, Brasseries, Restaurants, Food, Specialty Food, Coffee & Tea	24 Hibiscus St	Tarpon Springs	FL
11841	Cafe Vino Tinto	Coffee Roasteries, Food, Coffee & Tea	509 Main St	Safety Harbor	FL
11842	The Lou Eats & Drinks	Pizza, Chicken Wings, American (Traditional), Restaurants, Karaoke, Nightlife, Cocktail Bars, Bars	710 N 2nd St	St. Louis	MO
11843	Dominic's Tavern	Restaurants, Bars, Pubs, Nightlife, American (New)	100 E Browning Rd	Bellmawr	NJ
11844	Waxing The City	Hair Removal, Beauty & Spas, Waxing, Skin Care, Eyebrow Services	4121 Magazine St	New Orleans	LA
11845	Mission Taco Joint - Central West End	Cocktail Bars, Mexican, Nightlife, Beer Bar, Bars, Restaurants	398 N Euclid Ave	St. Louis	MO
11846	Freddy's Frozen Custard & Steakburgers	Ice Cream & Frozen Yogurt, Burgers, Restaurants, Food, Fast Food	10457 Olive Blvd	Creve Coeur	MO
11847	Coco's Crush Bar and Grill	Bars, American (New), Restaurants, Greek, Beer, Wine & Spirits, Food, Burgers, Tiki Bars, Nightlife, American (Traditional)	317 Coronado Dr	Clearwater	FL
11848	Viva El Caribe Restaurant & Lounge	Caribbean, Nightlife, Latin American, Restaurants, Bars, Lounges	1929 E Grant Rd	Tucson	AZ
11849	New Orleans Hamburger & Seafood Co	Seafood, Restaurants, Burgers	6920 Veterans Memorl Blvd	Metairie	LA
11850	Husk	Restaurants, American (New), Nightlife, Bars, Cocktail Bars, Southern, American (Traditional), Breakfast & Brunch	37 Rutledge St	Nashville	TN
11851	Dose Café & Dram Bar	Food, Bakeries, Coffee & Tea	1400 Mcgavock Pike	Nashville	TN
11852	Blush Nail Lounge	Beauty & Spas, Eyelash Service, Waxing, Nail Salons, Hair Removal	3689 Tampa Rd, Ste 302A	Tampa Bay	FL
11853	Bann Thai	Restaurants, Thai	4 Club Centre Ct, Ste H	Edwardsville	IL
11854	Firehouse Subs	Restaurants, Sandwiches, Fast Food, American (New), Delis	3814 Veterans Blvd	Metairie	LA
11855	Thai Lotus	Thai, Restaurants	6430 S Virginia St, Ste A	Reno	NV
11856	IKEA	Restaurants, Scandinavian, Home & Garden, Home Decor, Furniture Stores, Appliances, Shopping, Mattresses	1103 N 22nd St	Tampa	FL
11857	Tom's Dim Sum	Restaurants, Dim Sum, Shanghainese, Chinese	13 E State St	Media	PA
11858	Vicia	Restaurants, American (New)	4260 Forest Park Ave	St. Louis	MO
11859	Taste of India	Pakistani, Indian, Halal, Vegetarian, Restaurants, Vegan	902 Brandon Blvd E	Brandon	FL
11860	Victorino’s Pizza & Catering	Desserts, Italian, Seafood, Restaurants, Pizza, Caterers, Event Planning & Services, Food	116 Ford St	Conshohocken	PA
11861	Total Wine & More	Head Shops, Beer, Wine & Spirits, Flowers & Gifts, Shopping, Tobacco Shops, Breweries, Food	90 Brentwood Promenade Ct	Brentwood	MO
11862	Deputy Kotfila Memorial Dog Park	Parks, Active Life, Dog Parks	705 N Raymond St	Tampa	FL
11863	Zaytoon	Restaurants, Middle Eastern, Bars, Nightlife, Mediterranean, Lebanese	209 E Canon Perdido St	Santa Barbara	CA
11864	Queen Sheba	African, Restaurants	6470 E 22nd St	Tucson	AZ
11865	Ices Plain & Fancy	Gelato, Ice Cream & Frozen Yogurt, Food	2256 S 39th St	Saint Louis	MO
11866	El Sitio	Restaurants, Mexican	2830 De La Vina St	Santa Barbara	CA
11867	Granite City Food & Brewery	Food, American (Traditional), Nightlife, Pubs, Bars, Breakfast & Brunch, Breweries, Brewpubs, Restaurants	11411 Olive St West Oaks Shopping Ctr	Creve Coeur	MO
11868	TwoDEEP Brewing	Breweries, Food, Brewpubs	714 N Capitol Ave	Indianapolis	IN
11869	Babushka's - Temple Terrace	Russian, Restaurants, Breakfast & Brunch, Comfort Food, Ukrainian, Polish, Modern European	12639 N 56th St	Temple Terrace	FL
11870	Epi's A Basque Restaurant	French, Basque, Restaurants	1115 N Main St	Meridian	ID
11871	Carlillos Cocina	Bars, Mexican, Breakfast & Brunch, Restaurants, Nightlife	415 S Rock Blvd	Sparks	NV
11872	Union Station Hotel Nashville, Autograph Collection	Hotels & Travel, Event Planning & Services, Hotels	1001 Broadway	Nashville	TN
11873	Munch's Sundries & Restaurant	Sandwiches, Restaurants, Breakfast & Brunch	3920 6th St S	Saint Petersburg	FL
11874	Cracker Barrel Old Country Store	Desserts, American (Traditional), Food, Caterers, Southern, Event Planning & Services, Breakfast & Brunch, Comfort Food, Diners, Restaurants, Salad	9700 N By NE Blvd	Fishers	IN
11875	Kiwi Shake and Bake	Breakfast & Brunch, Restaurants, Food, Coffee & Tea, Ice Cream & Frozen Yogurt, Desserts, Bakeries	611 S 8th St	Boise	ID
11876	The Urban Juicer	Restaurants, Nightlife, Juice Bars & Smoothies, Acai Bowls, Coffee & Tea, Breakfast & Brunch, Cocktail Bars, Food, Bars, Salad	1622 21st Ave S	Nashville	TN
11877	Dry River Company	Restaurants, Desserts, Italian, Pizza, Food	800 N Kolb Rd	Tucson	AZ
11878	Manley's Irish Mutt	Pubs, Bars, Salad, Restaurants, Irish, Nightlife	7041 E 10th St	Indianapolis	IN
11879	Nothing Bundt Cakes	Desserts, Cupcakes, Food, Bakeries	11238 Sullivan St	Riverview	FL
11880	sweetgreen	Diners, Vegetarian, American (Traditional), Soup, Restaurants, Vegan, Salad	3925 Walnut St	Philadelphia	PA
11881	The Hungry Greek	Restaurants, Specialty Food, Greek, Food	2653 Bruce B Downs Blvd	Wesley Chapel	FL
11882	The Lark	Nightlife, Bars, Cocktail Bars, Food, American (New), Desserts, Restaurants	131 Anacapa St, Ste A	Santa Barbara	CA
11883	J. Alexander's Restaurant	Restaurants, American (New), Steakhouses, Seafood, American (Traditional)	256 Mall Blvd	King of Prussia	PA
11884	Shogun Japanese Steakhouse & Sushi Bar	Restaurants, Japanese	2080 Street Rd	Bensalem	PA
11885	Nagomi	Japanese, Restaurants, Sushi Bars, Buffets	256 N Keswick Ave	Glenside	PA
11886	Tasty Pho	Soup, Vietnamese, Restaurants	7430 49th St N	Pinellas Park	FL
11887	HipCityVeg	Vegan, Breakfast & Brunch, Vegetarian, Restaurants, Fast Food	121 S Broad St	Philadelphia	PA
11888	Milo Restaurant	American (New), Food, Tacos, Desserts, Vegan, Mexican, Restaurants, Vegetarian	3426 Conrad St	Philadelphia	PA
